Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,activity,unit_activity,date_activity,emissions
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",760.314489005654,GJ,2020-04-01,676.679895215032
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",760.314489005654,GJ,2020-04-01,676.679895215032
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",760.314489005654,GJ,2020-04-01,0.00851552227686332
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",760.314489005654,GJ,2020-04-01,1976.8176714147
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",760.314489005654,GJ,2020-04-01,29880.3594179222
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",760.314489005654,GJ,2020-04-01,67667.9895215032
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",760.314489005654,GJ,2020-04-01,676.679895215032
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",760.314489005654,GJ,2020-04-01,5.77839011644297e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",760.314489005654,GJ,2020-04-01,0.000387760389392884
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,760.314489005654,GJ,2020-04-01,185.51673531738
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",760.314489005654,GJ,2020-04-01,0.00114047173350848
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",482.308416016692,GJ,2020-05-01,0.000366554396172686
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",482.308416016692,GJ,2020-05-01,0.0578770099220031
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",482.308416016692,GJ,2020-05-01,0.0482308416016692
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",482.308416016692,GJ,2020-05-01,0.000120577104004173
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",482.308416016692,GJ,2020-05-01,0.000723462624025038
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",482.308416016692,GJ,2020-05-01,429.254490254856
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",482.308416016692,GJ,2020-05-01,429.254490254856
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",482.308416016692,GJ,2020-05-01,0.00540185425938695
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",482.308416016692,GJ,2020-05-01,1254.0018816434
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",482.308416016692,GJ,2020-05-01,18954.720749456
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",482.308416016692,GJ,2020-05-01,42925.4490254856
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",482.308416016692,GJ,2020-05-01,429.254490254856
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",482.308416016692,GJ,2020-05-01,3.66554396172686e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",482.308416016692,GJ,2020-05-01,0.000245977292168513
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,482.308416016692,GJ,2020-05-01,117.683253508073
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",482.308416016692,GJ,2020-05-01,0.000723462624025038
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",435.899947121029,GJ,2020-06-01,0.000331283959811982
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",435.899947121029,GJ,2020-06-01,0.0523079936545234
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",435.899947121029,GJ,2020-06-01,0.0435899947121029
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",435.899947121029,GJ,2020-06-01,0.000108974986780257
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",435.899947121029,GJ,2020-06-01,0.000653849920681543
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",435.899947121029,GJ,2020-06-01,387.950952937716
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",435.899947121029,GJ,2020-06-01,387.950952937716
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",435.899947121029,GJ,2020-06-01,0.00488207940775552
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",435.899947121029,GJ,2020-06-01,1133.33986251467
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",435.899947121029,GJ,2020-06-01,17130.8679218564
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",435.899947121029,GJ,2020-06-01,38795.0952937716
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM10,,"",435.899947121029,GJ,2020-06-01,387.950952937716
7.6E-05,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-08,g/GJ,"Nielsen et al., 2012",Cu,,"",435.899947121029,GJ,2020-06-01,3.31283959811982e-05
0.00051,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",5.1e-07,g/GJ,"Nielsen et al., 2012",Ni,,"",435.899947121029,GJ,2020-06-01,0.000222308973031725
0.244,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,EU Region,0.244,g/GJ,DBI 2014; Fluxys 2009-2011,SOx,,EU Region,435.899947121029,GJ,2020-06-01,106.359587097531
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Zn,,"",435.899947121029,GJ,2020-06-01,0.000653849920681543
0.00076,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",7.6e-07,g/GJ,"Nielsen et al., 2012",Cr,,"",612.160541264237,GJ,2020-07-01,0.00046524201136082
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.00012,g/GJ,"Nielsen et al., 2012; DBI 2014",As,,"",612.160541264237,GJ,2020-07-01,0.0734592649517084
0.1,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1e-04,g/GJ,"Nielsen et al., 2010",Hg,,"",612.160541264237,GJ,2020-07-01,0.0612160541264237
0.00025,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.5e-07,g/GJ,"Nielsen et al., 2012",Cd,,"",612.160541264237,GJ,2020-07-01,0.000153040135316059
0.0015,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.5e-06,g/GJ,"Nielsen et al., 2012",Pb,,"",612.160541264237,GJ,2020-07-01,0.000918240811896355
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",PM2.5,,"",612.160541264237,GJ,2020-07-01,544.822881725171
0.89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",0.89,g/GJ,"US EPA (1998), chapter 1.4",TSP,,"",612.160541264237,GJ,2020-07-01,544.822881725171
0.0112,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",1.12e-05,g/GJ,"US EPA (1998), chapter 1.4",Se,,"",612.160541264237,GJ,2020-07-01,0.00685619806215945
2.6,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",2.6,g/GJ,"US EPA (1998), chapter 1.4",NMVOC,,"",612.160541264237,GJ,2020-07-01,1591.61740728702
39.3,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",39.3,g/GJ,"US EPA (1998), chapter 1.4",CO,,"",612.160541264237,GJ,2020-07-01,24057.9092716845
89,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-4,1.A.1.a,NFR,Natural Gas,"",89,g/GJ,"US EPA (1998), chapter 1.4",NOx,,"",612.160541264237,GJ,2020-07-01,54482.2881725171
