Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,id,lat,lon,alt,activity,unit_activity,date_activity,emissions
65,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",65,g/GJ,"US EPA (1998), chapter 1.3",NOx,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,23732.9783684181
33.5,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",33.5,% of PM2.5,"Hildemann et al., 1981 & Bond et al., 2006",BC,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,97.8528954267085
6.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.5,g/GJ,"US EPA (1998), chapter 1.3",TSP,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,2373.29783684181
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",As,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,0.660872166874411
6.92,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.92e-06,g/GJ,"US EPA (1998), chapter 1.3","Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,0.0025266493893762
0.5,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",5e-10,g/GJ,"UNEP, 2005",PCDD/F,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,1.82561372064755e-07
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",Zn,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,0.660872166874411
6.79,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00679,g/GJ,"US EPA (1998), chapter 1.3",Se,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,2.47918343263937
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Ni,HERE,"",1,-23,-46,10,365.122744129509,GJ,2020-01-01,0.496566932016132
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",NMVOC,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,472.120971666497
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Hg,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,0.802605651833044
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cd,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,0.802605651833044
4.07,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00407,g/GJ,"US EPA (1998), chapter 1.3",Pb,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,2.4019154433533
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",PM2.5,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,472.120971666497
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",3.2,g/GJ,"US EPA (1998), chapter 1.3",PM10,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,1888.48388666599
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cr,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,0.802605651833044
46.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",46.5,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,27442.0314781151
2.72,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00272,g/GJ,"US EPA (1998), chapter 1.3",Cu,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,1.60521130366609
16.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",16.2,g/GJ,"US EPA (1998), chapter 1.3",CO,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,9560.44967624655
65,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",65,g/GJ,"US EPA (1998), chapter 1.3",NOx,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,38359.8289479028
33.5,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",33.5,% of PM2.5,"Hildemann et al., 1981 & Bond et al., 2006",BC,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,158.160525508276
6.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.5,g/GJ,"US EPA (1998), chapter 1.3",TSP,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,3835.98289479028
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",As,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,1.06817369839545
6.92,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.92e-06,g/GJ,"US EPA (1998), chapter 1.3","Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,0.0040838464049152
0.5,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",5e-10,g/GJ,"UNEP, 2005",PCDD/F,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,2.9507560729156e-07
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",Zn,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,1.06817369839545
6.79,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00679,g/GJ,"US EPA (1998), chapter 1.3",Se,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,4.00712674701939
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Ni,HERE,"",1,-23,-46,10,590.151214583121,GJ,2020-02-01,0.802605651833044
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",NMVOC,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,254.659117763482
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Hg,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.43292050019792
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cd,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.43292050019792
4.07,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00407,g/GJ,"US EPA (1998), chapter 1.3",Pb,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,1.29557826162172
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",PM2.5,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,254.659117763482
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",3.2,g/GJ,"US EPA (1998), chapter 1.3",PM10,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,1018.63647105393
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cr,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.43292050019792
46.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",46.5,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,14802.0612200024
2.72,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00272,g/GJ,"US EPA (1998), chapter 1.3",Cu,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.86584100039584
16.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",16.2,g/GJ,"US EPA (1998), chapter 1.3",CO,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,5156.84713471052
65,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",65,g/GJ,"US EPA (1998), chapter 1.3",NOx,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,20691.0533182829
33.5,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",33.5,% of PM2.5,"Hildemann et al., 1981 & Bond et al., 2006",BC,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,85.3108044507666
6.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.5,g/GJ,"US EPA (1998), chapter 1.3",TSP,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,2069.10533182829
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",As,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.576166253939879
6.92,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.92e-06,g/GJ,"US EPA (1998), chapter 1.3","Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.00220280136865412
0.5,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",5e-10,g/GJ,"UNEP, 2005",PCDD/F,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,1.59161948602176e-07
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",Zn,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.576166253939879
6.79,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00679,g/GJ,"US EPA (1998), chapter 1.3",Se,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,2.16141926201756
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Ni,HERE,"",1,-23,-46,10,318.323897204353,GJ,2020-03-01,0.43292050019792
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",NMVOC,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,418.819082721574
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Hg,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,0.711992440626676
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cd,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,0.711992440626676
4.07,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00407,g/GJ,"US EPA (1998), chapter 1.3",Pb,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,2.13074208334601
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",PM2.5,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,418.819082721574
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",3.2,g/GJ,"US EPA (1998), chapter 1.3",PM10,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,1675.2763308863
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cr,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,0.711992440626676
46.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",46.5,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,24343.8591831915
2.72,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00272,g/GJ,"US EPA (1998), chapter 1.3",Cu,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,1.42398488125335
16.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",16.2,g/GJ,"US EPA (1998), chapter 1.3",CO,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,8481.08642511187
65,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",65,g/GJ,"US EPA (1998), chapter 1.3",NOx,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,34029.0504711279
33.5,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",33.5,% of PM2.5,"Hildemann et al., 1981 & Bond et al., 2006",BC,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,140.304392711727
6.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.5,g/GJ,"US EPA (1998), chapter 1.3",TSP,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,3402.90504711279
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",As,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,0.947578174657561
6.92,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.92e-06,g/GJ,"US EPA (1998), chapter 1.3","Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,0.00362278506554161
0.5,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",5e-10,g/GJ,"UNEP, 2005",PCDD/F,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,2.61761926700984e-07
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",Zn,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,0.947578174657561
6.79,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00679,g/GJ,"US EPA (1998), chapter 1.3",Se,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,3.55472696459936
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Ni,HERE,"",1,-23,-46,10,523.523853401967,GJ,2020-04-01,0.711992440626676
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",NMVOC,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,345.485381659069
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Hg,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,0.587325148820417
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cd,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,0.587325148820417
4.07,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00407,g/GJ,"US EPA (1998), chapter 1.3",Pb,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,1.75765687919051
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",PM2.5,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,345.485381659069
3.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",3.2,g/GJ,"US EPA (1998), chapter 1.3",PM10,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,1381.94152663628
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Cr,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,0.587325148820417
46.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",46.5,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,20081.3378089334
2.72,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00272,g/GJ,"US EPA (1998), chapter 1.3",Cu,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,1.17465029764083
16.2,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",16.2,g/GJ,"US EPA (1998), chapter 1.3",CO,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,6996.07897859615
65,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",65,g/GJ,"US EPA (1998), chapter 1.3",NOx,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,28070.6872597994
33.5,% of PM2.5,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",33.5,% of PM2.5,"Hildemann et al., 1981 & Bond et al., 2006",BC,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,115.737602855788
6.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.5,g/GJ,"US EPA (1998), chapter 1.3",TSP,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,2807.06872597994
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",As,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,0.781660676003644
6.92,µg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",6.92e-06,g/GJ,"US EPA (1998), chapter 1.3","Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,0.00298844855135095
0.5,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",5e-10,g/GJ,"UNEP, 2005",PCDD/F,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,2.15928363536918e-07
1.81,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00181,g/GJ,"US EPA (1998), chapter 1.3",Zn,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,0.781660676003644
6.79,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00679,g/GJ,"US EPA (1998), chapter 1.3",Se,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,2.93230717683135
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Ni,HERE,"",1,-23,-46,10,431.856727073836,GJ,2020-05-01,0.587325148820417
0.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.8,g/GJ,"US EPA (1998), chapter 1.3",NMVOC,HERE,"",1,-23,-46,10,364.242593875146,GJ,2020-06-01,291.394075100117
1.36,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,,Table_3-7,1.A.1.a,NFR,Oil Gas,"",0.00136,g/GJ,"US EPA (1998), chapter 1.3",Hg,HERE,"",1,-23,-46,10,364.242593875146,GJ,2020-06-01,0.495369927670199
