Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,id,lat,lon,alt,activity,unit_activity,date_activity,emissions
5.2,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0052,g/GJ,See note in Guidebook chapter,Ni,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,3.04838959384532
25,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.025,g/GJ,See note in Guidebook chapter,Cu,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,14.6557192011794
5.7,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0057,g/GJ,See note in Guidebook chapter,Cr,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,3.34150397786891
11,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.011,g/GJ,See note in Guidebook chapter,As,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,6.44851644851894
30,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.03,g/GJ,See note in Guidebook chapter,Hg,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,17.5868630414153
2.9,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0029,g/GJ,See note in Guidebook chapter,Se,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,1.70006342733681
28,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.028,g/GJ,See note in Guidebook chapter,Pb,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,16.4144055053209
91,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",91,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,53346.8178922931
79,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",79,g/GJ,See note in Guidebook chapter,PM10,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,46312.0726757269
82,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",82,g/GJ,See note in Guidebook chapter,TSP,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,48070.7589798685
0.8,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.8,g/GJ,See note in Guidebook chapter,NMVOC,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,468.983014437741
21,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",21,g/GJ,See note in Guidebook chapter,NOx,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,12310.8041289907
1.6,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0016,g/GJ,See note in Guidebook chapter,Cd,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,0.937966028875482
46,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.046,g/GJ,See note in Guidebook chapter,Zn,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,26.9665233301701
6,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",6,g/GJ,See note in Guidebook chapter,CO,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,3517.37260828306
0.001,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",1e-06,g/GJ,See note in Guidebook chapter,"Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,0.000586228768047177
0.001,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",1e-06,g/GJ,See note in Guidebook chapter,Benzo(k)fluoranthene,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,0.000586228768047177
0.003,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",3e-06,g/GJ,See note in Guidebook chapter,Benzo(b)fluoranthene,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,0.00175868630414153
0.29,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.00029,g/GJ,See note in Guidebook chapter,Benzo(a)pyrene,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,0.170006342733681
26,ng I-TEQ/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",2.6e-08,g/GJ,See note in Guidebook chapter,PCDD/F,HERE,"",1,-23,-46,10,586.228768047177,GJ,2020-02-01,1.52419479692266e-05
55,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",55,g/GJ,See note in Guidebook chapter,PM2.5,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,30325.6727374427
5.2,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0052,g/GJ,See note in Guidebook chapter,Ni,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,2.86715451335822
25,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.025,g/GJ,See note in Guidebook chapter,Cu,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,13.7843966988376
5.7,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0057,g/GJ,See note in Guidebook chapter,Cr,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,3.14284244733497
11,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.011,g/GJ,See note in Guidebook chapter,As,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,6.06513454748854
30,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.03,g/GJ,See note in Guidebook chapter,Hg,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,16.5412760386051
2.9,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0029,g/GJ,See note in Guidebook chapter,Se,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,1.59899001706516
28,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.028,g/GJ,See note in Guidebook chapter,Pb,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,15.4385243026981
91,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",91,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,50175.2039837688
79,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",79,g/GJ,See note in Guidebook chapter,PM10,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,43558.6935683268
82,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",82,g/GJ,See note in Guidebook chapter,TSP,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,45212.8211721873
0.8,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.8,g/GJ,See note in Guidebook chapter,NMVOC,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,441.100694362803
21,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",21,g/GJ,See note in Guidebook chapter,NOx,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,11578.8932270236
1.6,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0016,g/GJ,See note in Guidebook chapter,Cd,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,0.882201388725605
46,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.046,g/GJ,See note in Guidebook chapter,Zn,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,25.3632899258612
6,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",6,g/GJ,See note in Guidebook chapter,CO,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,3308.25520772102
0.001,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",1e-06,g/GJ,See note in Guidebook chapter,"Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,0.000551375867953503
0.001,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",1e-06,g/GJ,See note in Guidebook chapter,Benzo(k)fluoranthene,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,0.000551375867953503
0.003,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",3e-06,g/GJ,See note in Guidebook chapter,Benzo(b)fluoranthene,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,0.00165412760386051
0.29,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.00029,g/GJ,See note in Guidebook chapter,Benzo(a)pyrene,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,0.159899001706516
26,ng I-TEQ/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",2.6e-08,g/GJ,See note in Guidebook chapter,PCDD/F,HERE,"",1,-23,-46,10,551.375867953503,GJ,2020-03-01,1.43357725667911e-05
55,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",55,g/GJ,See note in Guidebook chapter,PM2.5,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,22186.1300652983
5.2,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0052,g/GJ,See note in Guidebook chapter,Ni,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,2.0975977516282
25,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.025,g/GJ,See note in Guidebook chapter,Cu,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,10.0846045751356
5.7,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0057,g/GJ,See note in Guidebook chapter,Cr,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,2.29928984313091
11,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.011,g/GJ,See note in Guidebook chapter,As,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,4.43722601305966
30,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.03,g/GJ,See note in Guidebook chapter,Hg,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,12.1015254901627
2.9,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0029,g/GJ,See note in Guidebook chapter,Se,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,1.16981413071573
28,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.028,g/GJ,See note in Guidebook chapter,Pb,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,11.2947571241519
91,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",91,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,36707.9606534935
79,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",79,g/GJ,See note in Guidebook chapter,PM10,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,31867.3504574284
82,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",82,g/GJ,See note in Guidebook chapter,TSP,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,33077.5030064447
0.8,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.8,g/GJ,See note in Guidebook chapter,NMVOC,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,322.707346404339
21,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",21,g/GJ,See note in Guidebook chapter,NOx,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,8471.06784311389
1.6,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0016,g/GJ,See note in Guidebook chapter,Cd,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,0.645414692808677
46,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.046,g/GJ,See note in Guidebook chapter,Zn,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,18.5556724182495
6,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",6,g/GJ,See note in Guidebook chapter,CO,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,2420.30509803254
0.001,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",1e-06,g/GJ,See note in Guidebook chapter,"Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,0.000403384183005423
0.001,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",1e-06,g/GJ,See note in Guidebook chapter,Benzo(k)fluoranthene,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,0.000403384183005423
0.003,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",3e-06,g/GJ,See note in Guidebook chapter,Benzo(b)fluoranthene,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,0.00121015254901627
0.29,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.00029,g/GJ,See note in Guidebook chapter,Benzo(a)pyrene,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,0.116981413071573
26,ng I-TEQ/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",2.6e-08,g/GJ,See note in Guidebook chapter,PCDD/F,HERE,"",1,-23,-46,10,403.384183005423,GJ,2020-04-01,1.0487988758141e-05
55,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",55,g/GJ,See note in Guidebook chapter,PM2.5,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,24634.0885514006
5.2,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0052,g/GJ,See note in Guidebook chapter,Ni,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,2.32904109940514
25,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.025,g/GJ,See note in Guidebook chapter,Cu,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,11.1973129779093
5.7,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0057,g/GJ,See note in Guidebook chapter,Cr,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,2.55298735896333
11,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.011,g/GJ,See note in Guidebook chapter,As,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,4.92681771028011
30,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.03,g/GJ,See note in Guidebook chapter,Hg,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,13.4367755734912
2.9,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.0029,g/GJ,See note in Guidebook chapter,Se,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,1.29888830543748
28,mg/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.028,g/GJ,See note in Guidebook chapter,Pb,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,12.5409905352585
91,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",91,g/GJ,See note in Guidebook chapter,SOx,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,40758.21923959
79,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",79,g/GJ,See note in Guidebook chapter,PM10,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,35383.5090101935
82,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",82,g/GJ,See note in Guidebook chapter,TSP,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,36727.1865675427
0.8,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",0.8,g/GJ,See note in Guidebook chapter,NMVOC,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,358.314015293099
21,g/GJ,EMEP,Manufacture of solid fuels and other energy industries,Tier 1 Emission Factor,,Table_5-1,1.A.1.c,NFR,Coal,"",21,g/GJ,See note in Guidebook chapter,NOx,HERE,"",1,-23,-46,10,447.892519116374,GJ,2020-05-01,9405.74290144385
