Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,id,lat,lon,alt,activity,unit_activity,date_activity,emissions
0.0155,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",1.55e-05,g/GJ,"US EPA (2003), chapter 1.6",Benzo(k)fluoranthene,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,0.00728115851020942
0.043,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",4.3e-05,g/GJ,"US EPA (2003), chapter 1.6",Benzo(b)fluoranthene,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,0.0201993429638068
1.12,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00112,g/GJ,"US EPA (2003), chapter 1.6",Benzo(a)pyrene,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,0.526122421382874
3.5,µg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",3.5e-06,g/GJ,"US EPA (2003), chapter 1.6",PCB,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,0.00164413256682148
1.2,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0012,g/GJ,"US EPA (2003), chapter 1.6",Se,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,0.563702594338794
14.2,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0142,g/GJ,"US EPA (2003), chapter 1.6",Ni,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,6.67048069967572
21.1,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0211,g/GJ,"US EPA (2003), chapter 1.6",Cu,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,9.91177061712379
9.46,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00946,g/GJ,"US EPA (2003), chapter 1.6",As,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,4.44385545203749
50,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",5e-08,g/GJ,UNEP (2005) (for clean wood),PCDD/F,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,2.34876080974497e-05
3.3,% of PM2.5,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",3.3,% of PM2.5,See note in Guidebook chapter,BC,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,2061.74223879414
133,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",133,g/GJ,"US EPA (2003), chapter 1.6",PM2.5,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,62477.0375392163
1.76,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00176,g/GJ,"US EPA (2003), chapter 1.6",Cd,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,0.826763805030231
155,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",155,g/GJ,"US EPA (2003), chapter 1.6",PM10,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,72811.5851020942
172,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",172,g/GJ,"US EPA (2003), chapter 1.6",TSP,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,80797.3718552271
10.8,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",10.8,g/GJ,"US EPA (2003), chapter 1.6",SOx,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,5073.32334904914
7.31,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",7.31,g/GJ,"US EPA (2003), chapter 1.6",NMVOC,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,3433.88830384715
90,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",90,g/GJ,"Nielsen et al., 2010",CO,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,42277.6945754095
81,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",81,g/GJ,"Nielsen et al., 2010",NOx,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,38049.9251178686
9.03,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00903,g/GJ,"US EPA (2003), chapter 1.6",Cr,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,4.24186202239942
1.51,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00151,g/GJ,"US EPA (2003), chapter 1.6",Hg,HERE,"",1,-23,-46,10,469.752161948995,GJ,2020-02-01,0.709325764542982
181,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.181,g/GJ,"US EPA (2003), chapter 1.6",Zn,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,87.4321916150766
20.6,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0206,g/GJ,"US EPA (2003), chapter 1.6",Pb,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,9.950846117517
5,µg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",5e-06,g/GJ,"Bailey, 2001",HCB,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.00241525391201869
0.0374,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",3.74e-05,g/GJ,"US EPA (2003), chapter 1.6","Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.0180660992618998
0.0155,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",1.55e-05,g/GJ,"US EPA (2003), chapter 1.6",Benzo(k)fluoranthene,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.00748728712725794
0.043,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",4.3e-05,g/GJ,"US EPA (2003), chapter 1.6",Benzo(b)fluoranthene,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.0207711836433607
1.12,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00112,g/GJ,"US EPA (2003), chapter 1.6",Benzo(a)pyrene,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.541016876292187
3.5,µg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",3.5e-06,g/GJ,"US EPA (2003), chapter 1.6",PCB,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.00169067773841308
1.2,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0012,g/GJ,"US EPA (2003), chapter 1.6",Se,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.579660938884486
14.2,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0142,g/GJ,"US EPA (2003), chapter 1.6",Ni,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,6.85932111013308
21.1,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0211,g/GJ,"US EPA (2003), chapter 1.6",Cu,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,10.1923715087189
9.46,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00946,g/GJ,"US EPA (2003), chapter 1.6",As,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,4.56966040153936
50,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",5e-08,g/GJ,UNEP (2005) (for clean wood),PCDD/F,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,2.41525391201869e-05
3.3,% of PM2.5,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",3.3,% of PM2.5,See note in Guidebook chapter,BC,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,2120.10988397001
133,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",133,g/GJ,"US EPA (2003), chapter 1.6",PM2.5,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,64245.7540596972
1.76,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00176,g/GJ,"US EPA (2003), chapter 1.6",Cd,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.850169377030579
155,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",155,g/GJ,"US EPA (2003), chapter 1.6",PM10,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,74872.8712725794
172,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",172,g/GJ,"US EPA (2003), chapter 1.6",TSP,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,83084.734573443
10.8,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",10.8,g/GJ,"US EPA (2003), chapter 1.6",SOx,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,5216.94844996037
7.31,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",7.31,g/GJ,"US EPA (2003), chapter 1.6",NMVOC,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,3531.10121937133
90,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",90,g/GJ,"Nielsen et al., 2010",CO,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,43474.5704163364
81,g/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",81,g/GJ,"Nielsen et al., 2010",NOx,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,39127.1133747028
9.03,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00903,g/GJ,"US EPA (2003), chapter 1.6",Cr,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,4.36194856510575
1.51,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00151,g/GJ,"US EPA (2003), chapter 1.6",Hg,HERE,"",1,-23,-46,10,483.050782403738,GJ,2020-03-01,0.729406681429644
181,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.181,g/GJ,"US EPA (2003), chapter 1.6",Zn,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,51.7478741965088
20.6,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0206,g/GJ,"US EPA (2003), chapter 1.6",Pb,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,5.88953706324906
5,µg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",5e-06,g/GJ,"Bailey, 2001",HCB,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,0.00142949928719637
0.0374,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",3.74e-05,g/GJ,"US EPA (2003), chapter 1.6","Indeno(1,2,3-cd)pyrene",HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,0.0106926546682289
0.0155,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",1.55e-05,g/GJ,"US EPA (2003), chapter 1.6",Benzo(k)fluoranthene,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,0.00443144779030876
0.043,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",4.3e-05,g/GJ,"US EPA (2003), chapter 1.6",Benzo(b)fluoranthene,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,0.0122936938698888
1.12,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00112,g/GJ,"US EPA (2003), chapter 1.6",Benzo(a)pyrene,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,0.320207840331988
3.5,µg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",3.5e-06,g/GJ,"US EPA (2003), chapter 1.6",PCB,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,0.00100064950103746
1.2,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0012,g/GJ,"US EPA (2003), chapter 1.6",Se,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,0.34307982892713
14.2,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0142,g/GJ,"US EPA (2003), chapter 1.6",Ni,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,4.0597779756377
21.1,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.0211,g/GJ,"US EPA (2003), chapter 1.6",Cu,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,6.0324869919687
9.46,mg/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",0.00946,g/GJ,"US EPA (2003), chapter 1.6",As,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,2.70461265137554
50,ng I-TEQ/GJ,EMEP,Public electricity and heat production,Tier 2 Emission Factor,Dry Bottom Boilers,Table_3-15,1.A.1.a,NFR,Wood and wood waste (clean wood waste),"",5e-08,g/GJ,UNEP (2005) (for clean wood),PCDD/F,HERE,"",1,-23,-46,10,285.899857439275,GJ,2020-04-01,1.42949928719637e-05
