Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,id,lat,lon,alt,activity,unit_activity,date_activity,emissions
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,555.988412752468,GJ,2020-04-01,15.0116871443166
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,555.988412752468,GJ,2020-04-01,51984916.5923558
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,575.174702964883,GJ,2020-05-01,580.926449994531
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,575.174702964883,GJ,2020-05-01,15.5297169800518
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,575.174702964883,GJ,2020-05-01,53778834.7272165
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,477.775883750385,GJ,2020-06-01,482.553642587888
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,477.775883750385,GJ,2020-06-01,12.8999488612604
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,477.775883750385,GJ,2020-06-01,44672045.130661
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,545.228796037305,GJ,2020-07-01,550.681083997678
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,545.228796037305,GJ,2020-07-01,14.7211774930072
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,545.228796037305,GJ,2020-07-01,50978892.429488
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,559.400965127974,GJ,2020-08-01,564.994974779254
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,559.400965127974,GJ,2020-08-01,15.1038260584553
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,559.400965127974,GJ,2020-08-01,52303990.2394655
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,478.11912935421,GJ,2020-09-01,482.900320647752
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,478.11912935421,GJ,2020-09-01,12.9092164925637
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,478.11912935421,GJ,2020-09-01,44704138.5946187
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,551.586386746513,GJ,2020-10-01,557.102250613978
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,551.586386746513,GJ,2020-10-01,14.8928324421558
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,551.586386746513,GJ,2020-10-01,51573327.1607989
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,450.362757592932,GJ,2020-11-01,454.866385168862
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,450.362757592932,GJ,2020-11-01,12.1597944550092
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,450.362757592932,GJ,2020-11-01,42108917.8349392
1.01,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",1.01,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",N2O,HERE,,1,-23,-46,10,517.764567621572,GJ,2020-12-01,522.942213297788
0.027,kg/TJ,IPCC,"1.A.1.a.i - Electricity Generation
",Measured,Power Boiler with tangential firing in the capacity of 500MW to 560MW,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,"Load during measurement about 60% -100%, Flue gas(dry) : O2 5.96 - 6.14%, CO2 11.83 -13.20%",0.027,g/GJ,"Byung Moo Min and et al., Development of Country Specified Greenhouse Gases emission Factor(I) (2008), KEMCO-2007-31, pp 84-85",CH4,HERE,,1,-23,-46,10,517.764567621572,GJ,2020-12-01,13.9796433257824
93.500,kg/GJ,IPCC,"1.A.1.a.i - Electricity Generation
",Modeled,Combustion at thermal power plants,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",1.A.1.a.i,IPCC 2006,Other Bituminous Coal,,93500,g/GJ,"Chernyavskyy M. CO2 emissions from coal-burning thermal power plants of Ukraine since 1990 and the main factors for their calculation // Intern. J. of Energy for a Clean Environment, 2023, 24 (1), 97-113.",CO2,HERE,,1,-23,-46,10,517.764567621572,GJ,2020-12-01,48410987.072617
