Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,id,lat,lon,alt,activity,unit_activity,date_activity,emissions
5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",5,g/GJ,UBA (2019),CO,HERE,"",1,-23,-46,10,407.057579927854,GJ,2020-06-01,2035.28789963927
25,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",25,g/GJ,UBA (2019),NOx,HERE,"",1,-23,-46,10,407.057579927854,GJ,2020-06-01,10176.4394981963
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM10,HERE,"",1,-23,-46,10,407.057579927854,GJ,2020-06-01,610.58636989178
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM2.5,HERE,"",1,-23,-46,10,407.057579927854,GJ,2020-06-01,610.58636989178
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,UBA (2019),TSP,HERE,"",1,-23,-46,10,526.465417068461,GJ,2020-07-01,789.698125602691
40,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",40,g/GJ,UBA (2019),SOx,HERE,"",1,-23,-46,10,526.465417068461,GJ,2020-07-01,21058.6166827384
5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",5,g/GJ,UBA (2019),CO,HERE,"",1,-23,-46,10,526.465417068461,GJ,2020-07-01,2632.3270853423
25,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",25,g/GJ,UBA (2019),NOx,HERE,"",1,-23,-46,10,526.465417068461,GJ,2020-07-01,13161.6354267115
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM10,HERE,"",1,-23,-46,10,526.465417068461,GJ,2020-07-01,789.698125602691
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM2.5,HERE,"",1,-23,-46,10,526.465417068461,GJ,2020-07-01,789.698125602691
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,UBA (2019),TSP,HERE,"",1,-23,-46,10,445.925577353992,GJ,2020-08-01,668.888366030989
40,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",40,g/GJ,UBA (2019),SOx,HERE,"",1,-23,-46,10,445.925577353992,GJ,2020-08-01,17837.0230941597
5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",5,g/GJ,UBA (2019),CO,HERE,"",1,-23,-46,10,445.925577353992,GJ,2020-08-01,2229.62788676996
25,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",25,g/GJ,UBA (2019),NOx,HERE,"",1,-23,-46,10,445.925577353992,GJ,2020-08-01,11148.1394338498
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM10,HERE,"",1,-23,-46,10,445.925577353992,GJ,2020-08-01,668.888366030989
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM2.5,HERE,"",1,-23,-46,10,445.925577353992,GJ,2020-08-01,668.888366030989
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,UBA (2019),TSP,HERE,"",1,-23,-46,10,454.288857219606,GJ,2020-09-01,681.433285829408
40,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",40,g/GJ,UBA (2019),SOx,HERE,"",1,-23,-46,10,454.288857219606,GJ,2020-09-01,18171.5542887842
5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",5,g/GJ,UBA (2019),CO,HERE,"",1,-23,-46,10,454.288857219606,GJ,2020-09-01,2271.44428609803
25,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",25,g/GJ,UBA (2019),NOx,HERE,"",1,-23,-46,10,454.288857219606,GJ,2020-09-01,11357.2214304901
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM10,HERE,"",1,-23,-46,10,454.288857219606,GJ,2020-09-01,681.433285829408
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM2.5,HERE,"",1,-23,-46,10,454.288857219606,GJ,2020-09-01,681.433285829408
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,UBA (2019),TSP,HERE,"",1,-23,-46,10,645.806797938708,GJ,2020-10-01,968.710196908063
40,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",40,g/GJ,UBA (2019),SOx,HERE,"",1,-23,-46,10,645.806797938708,GJ,2020-10-01,25832.2719175483
5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",5,g/GJ,UBA (2019),CO,HERE,"",1,-23,-46,10,645.806797938708,GJ,2020-10-01,3229.03398969354
25,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",25,g/GJ,UBA (2019),NOx,HERE,"",1,-23,-46,10,645.806797938708,GJ,2020-10-01,16145.1699484677
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM10,HERE,"",1,-23,-46,10,645.806797938708,GJ,2020-10-01,968.710196908063
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM2.5,HERE,"",1,-23,-46,10,645.806797938708,GJ,2020-10-01,968.710196908063
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,UBA (2019),TSP,HERE,"",1,-23,-46,10,603.404301410123,GJ,2020-11-01,905.106452115185
40,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",40,g/GJ,UBA (2019),SOx,HERE,"",1,-23,-46,10,603.404301410123,GJ,2020-11-01,24136.1720564049
5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",5,g/GJ,UBA (2019),CO,HERE,"",1,-23,-46,10,603.404301410123,GJ,2020-11-01,3017.02150705062
25,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",25,g/GJ,UBA (2019),NOx,HERE,"",1,-23,-46,10,603.404301410123,GJ,2020-11-01,15085.1075352531
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM10,HERE,"",1,-23,-46,10,603.404301410123,GJ,2020-11-01,905.106452115185
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM2.5,HERE,"",1,-23,-46,10,603.404301410123,GJ,2020-11-01,905.106452115185
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,UBA (2019),TSP,HERE,"",1,-23,-46,10,543.05057519435,GJ,2020-12-01,814.575862791525
40,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",40,g/GJ,UBA (2019),SOx,HERE,"",1,-23,-46,10,543.05057519435,GJ,2020-12-01,21722.023007774
5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",5,g/GJ,UBA (2019),CO,HERE,"",1,-23,-46,10,543.05057519435,GJ,2020-12-01,2715.25287597175
25,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",25,g/GJ,UBA (2019),NOx,HERE,"",1,-23,-46,10,543.05057519435,GJ,2020-12-01,13576.2643798587
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM10,HERE,"",1,-23,-46,10,543.05057519435,GJ,2020-12-01,814.575862791525
1.5,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,Coke oven gas,Table_3-5,1.A.1.a,NFR,Blast furnace/Basic O2 furnace gas,"",1.5,g/GJ,Assumed to be equal to TSP,PM2.5,HERE,"",1,-23,-46,10,543.05057519435,GJ,2020-12-01,814.575862791525
