Value,Unit,source,category,type,tech,table,code,codetype,fuel,tech2,ef,unit,reference,pol,region,other,id,lat,lon,alt,activity,unit_activity,date_activity,emissions
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00012,g/GJ,Nielsen et al. 2010,Hg,HERE,"",1,-23,-46,10,371.886314385355,GJ,2020-02-01,0.0446263577262426
0.31,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00031,g/GJ,Nielsen et al. 2010,Cu,HERE,"",1,-23,-46,10,371.886314385355,GJ,2020-02-01,0.11528475745946
0.18,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00018,g/GJ,Nielsen et al. 2010,Cr,HERE,"",1,-23,-46,10,371.886314385355,GJ,2020-02-01,0.0669395365893638
156,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",156,g/GJ,DBFZ (2011),CO,HERE,"",1,-23,-46,10,371.886314385355,GJ,2020-02-01,58014.2650441153
0.002,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",2e-06,g/GJ,Nielsen et al. 2010,Cd,HERE,"",1,-23,-46,10,371.886314385355,GJ,2020-02-01,0.000743772628770709
198,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",198,g/GJ,DBFZ (2011),NOx,HERE,"",1,-23,-46,10,371.886314385355,GJ,2020-02-01,73633.4902483002
0.042,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",4.2e-05,g/GJ,Nielsen et al. 2010,As,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,0.017909702458838
0.23,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00023,g/GJ,Nielsen et al. 2010,Ni,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,0.098076942036494
4,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.004,g/GJ,Nielsen et al. 2010,Zn,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,1.70568594846077
10.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10.8,g/GJ,DBFZ (2011),SOx,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,4605.35206084407
0.21,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00021,g/GJ,Nielsen et al. 2010,Se,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,0.0895485122941902
0.96,ng/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",9.6e-10,g/GJ,Nielsen et al. 2010,PCDD/F,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,4.09364627630584e-07
"",mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",,g/GJ,Nielsen et al. 2010,Pb,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,
10,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10,g/GJ,DBFZ (2011),NMVOC,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,4264.21487115191
0.23,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.23,g/GJ,DBFZ (2011),NH3,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,98.076942036494
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00012,g/GJ,Nielsen et al. 2010,Hg,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,0.051170578453823
0.31,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00031,g/GJ,Nielsen et al. 2010,Cu,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,0.132190661005709
0.18,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00018,g/GJ,Nielsen et al. 2010,Cr,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,0.0767558676807344
156,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",156,g/GJ,DBFZ (2011),CO,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,66521.7519899698
0.002,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",2e-06,g/GJ,Nielsen et al. 2010,Cd,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,0.000852842974230383
198,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",198,g/GJ,DBFZ (2011),NOx,HERE,"",1,-23,-46,10,426.421487115191,GJ,2020-03-01,84431.4544488079
0.042,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",4.2e-05,g/GJ,Nielsen et al. 2010,As,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,0.0203503705556449
0.23,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00023,g/GJ,Nielsen et al. 2010,Ni,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,0.11144250542377
4,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.004,g/GJ,Nielsen et al. 2010,Zn,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,1.93813052910904
10.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10.8,g/GJ,DBFZ (2011),SOx,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,5232.9524285944
0.21,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00021,g/GJ,Nielsen et al. 2010,Se,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,0.101751852778224
0.96,ng/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",9.6e-10,g/GJ,Nielsen et al. 2010,PCDD/F,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,4.65151326986169e-07
"",mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",,g/GJ,Nielsen et al. 2010,Pb,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,
10,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10,g/GJ,DBFZ (2011),NMVOC,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,4845.32632277259
0.23,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.23,g/GJ,DBFZ (2011),NH3,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,111.44250542377
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00012,g/GJ,Nielsen et al. 2010,Hg,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,0.0581439158732711
0.31,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00031,g/GJ,Nielsen et al. 2010,Cu,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,0.15020511600595
0.18,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00018,g/GJ,Nielsen et al. 2010,Cr,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,0.0872158738099066
156,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",156,g/GJ,DBFZ (2011),CO,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,75587.0906352524
0.002,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",2e-06,g/GJ,Nielsen et al. 2010,Cd,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,0.000969065264554518
198,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",198,g/GJ,DBFZ (2011),NOx,HERE,"",1,-23,-46,10,484.532632277259,GJ,2020-04-01,95937.4611908973
0.042,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",4.2e-05,g/GJ,Nielsen et al. 2010,As,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,0.0177532804549487
0.23,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00023,g/GJ,Nielsen et al. 2010,Ni,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,0.0972203453485285
4,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.004,g/GJ,Nielsen et al. 2010,Zn,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,1.69078861475702
10.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10.8,g/GJ,DBFZ (2011),SOx,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,4565.12925984395
0.21,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00021,g/GJ,Nielsen et al. 2010,Se,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,0.0887664022747434
0.96,ng/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",9.6e-10,g/GJ,Nielsen et al. 2010,PCDD/F,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,4.05789267541684e-07
"",mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",,g/GJ,Nielsen et al. 2010,Pb,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,
10,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10,g/GJ,DBFZ (2011),NMVOC,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,4226.97153689254
0.23,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.23,g/GJ,DBFZ (2011),NH3,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,97.2203453485285
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00012,g/GJ,Nielsen et al. 2010,Hg,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,0.0507236584427105
0.31,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00031,g/GJ,Nielsen et al. 2010,Cu,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,0.131036117643669
0.18,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00018,g/GJ,Nielsen et al. 2010,Cr,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,0.0760854876640658
156,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",156,g/GJ,DBFZ (2011),CO,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,65940.7559755237
0.002,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",2e-06,g/GJ,Nielsen et al. 2010,Cd,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,0.000845394307378508
198,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",198,g/GJ,DBFZ (2011),NOx,HERE,"",1,-23,-46,10,422.697153689254,GJ,2020-05-01,83694.0364304723
0.042,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",4.2e-05,g/GJ,Nielsen et al. 2010,As,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,0.0254231057141135
0.23,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00023,g/GJ,Nielsen et al. 2010,Ni,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,0.139221769386812
4,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.004,g/GJ,Nielsen et al. 2010,Zn,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,2.4212481632489
10.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10.8,g/GJ,DBFZ (2011),SOx,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,6537.37004077203
0.21,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00021,g/GJ,Nielsen et al. 2010,Se,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,0.127115528570567
0.96,ng/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",9.6e-10,g/GJ,Nielsen et al. 2010,PCDD/F,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,5.81099559179736e-07
"",mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",,g/GJ,Nielsen et al. 2010,Pb,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,
10,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10,g/GJ,DBFZ (2011),NMVOC,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,6053.12040812225
0.23,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.23,g/GJ,DBFZ (2011),NH3,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,139.221769386812
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00012,g/GJ,Nielsen et al. 2010,Hg,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,0.072637444897467
0.31,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00031,g/GJ,Nielsen et al. 2010,Cu,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,0.18764673265179
0.18,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00018,g/GJ,Nielsen et al. 2010,Cr,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,0.1089561673462
156,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",156,g/GJ,DBFZ (2011),CO,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,94428.6783667071
0.002,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",2e-06,g/GJ,Nielsen et al. 2010,Cd,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,0.00121062408162445
198,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",198,g/GJ,DBFZ (2011),NOx,HERE,"",1,-23,-46,10,605.312040812225,GJ,2020-06-01,119851.784080821
0.042,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",4.2e-05,g/GJ,Nielsen et al. 2010,As,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,0.0230651678271198
0.23,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00023,g/GJ,Nielsen et al. 2010,Ni,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,0.126309252386608
4,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.004,g/GJ,Nielsen et al. 2010,Zn,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,2.19668265020188
10.8,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10.8,g/GJ,DBFZ (2011),SOx,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,5931.04315554508
0.21,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00021,g/GJ,Nielsen et al. 2010,Se,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,0.115325839135599
0.96,ng/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",9.6e-10,g/GJ,Nielsen et al. 2010,PCDD/F,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,5.27203836048452e-07
"",mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",,g/GJ,Nielsen et al. 2010,Pb,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,
10,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",10,g/GJ,DBFZ (2011),NMVOC,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,5491.7066255047
0.23,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.23,g/GJ,DBFZ (2011),NH3,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,126.309252386608
0.12,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00012,g/GJ,Nielsen et al. 2010,Hg,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,0.0659004795060564
0.31,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00031,g/GJ,Nielsen et al. 2010,Cu,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,0.170242905390646
0.18,mg/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",0.00018,g/GJ,Nielsen et al. 2010,Cr,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,0.0988507192590847
156,g/GJ,EMEP,Public electricity and heat production,Tier 1 Emission Factor,"",Table_3-9,1.A.1.a,NFR,Biogas,"",156,g/GJ,DBFZ (2011),CO,HERE,"",1,-23,-46,10,549.17066255047,GJ,2020-07-01,85670.6233578734
